symbol,date,open,high,low,close,volume,adjusted
AAPL,2014-01-02,19.845714569091797,19.89392852783203,19.71500015258789,19.754642486572266,234684800,17.296659469604492
AAPL,2014-01-03,19.7450008392334,19.774999618530273,19.301071166992188,19.320714950561523,392467600,16.91672134399414
AAPL,2014-01-06,19.194643020629883,19.5285701751709,19.05714225769043,19.426071166992188,412610800,17.00896644592285
AAPL,2014-01-07,19.440000534057617,19.498571395874023,19.211429595947266,19.28714370727539,317209200,16.8873233795166
AAPL,2014-01-08,19.243213653564453,19.484285354614258,19.238929748535156,19.409286499023438,258529600,16.994274139404297
AAPL,2014-01-09,19.5285701751709,19.53071403503418,19.11964225769043,19.161428451538086,279148800,16.77724838256836
AAPL,2014-01-10,19.27964210510254,19.314285278320312,18.96821403503418,19.033571243286133,304976000,16.66530418395996
AAPL,2014-01-13,18.925357818603516,19.375,18.924285888671875,19.133214950561523,378492800,16.752548217773438
AAPL,2014-01-14,19.222143173217773,19.526071548461914,19.2021427154541,19.51392936706543,332561600,17.085895538330078
AAPL,2014-01-15,19.768571853637695,20.007143020629883,19.7021427154541,19.90571403503418,391638800,17.428932189941406
AAPL,2014-01-16,19.81785774230957,19.887500762939453,19.702856063842773,19.79464340209961,229278000,17.331680297851562
AAPL,2014-01-17,19.695714950561523,19.716785430908203,19.282142639160156,19.309642791748047,426739600,16.90703010559082
AAPL,2014-01-21,19.32107162475586,19.645357131958008,19.30071449279785,19.609643936157227,328526800,17.169700622558594
AAPL,2014-01-22,19.675357818603516,19.903213500976562,19.56464385986328,19.696786880493164,379985200,17.246000289916992
AAPL,2014-01-23,19.640714645385742,19.875,19.457500457763672,19.863571166992188,403239200,17.39203453063965
AAPL,2014-01-24,19.78571319580078,19.843570709228516,19.45535659790039,19.502500534057617,429354800,17.075885772705078
AAPL,2014-01-27,19.645357131958008,19.814285278320312,19.491071701049805,19.66071319580078,554878800,17.214418411254883
AAPL,2014-01-28,18.170000076293945,18.39285659790039,17.93107032775879,18.08928680419922,1065523200,15.838517189025879
AAPL,2014-01-29,17.998214721679688,18.120357513427734,17.807857513427734,17.883928298950195,502810000,15.658713340759277
AAPL,2014-01-30,17.947856903076172,18.08928680419922,17.739286422729492,17.849285125732422,678501600,15.628376007080078
AAPL,2014-01-31,17.684999465942383,17.911785125732422,17.626785278320312,17.878570556640625,464797200,15.654013633728027
AAPL,2014-02-03,17.95035743713379,18.133214950561523,17.832143783569336,17.911785125732422,401464000,15.683101654052734
AAPL,2014-02-04,18.066070556640625,18.19499969482422,17.955713272094727,18.171070098876953,376681200,15.910113334655762
AAPL,2014-02-05,18.091428756713867,18.402856826782227,18.08035659790039,18.306785583496094,328344800,16.02895164489746
AAPL,2014-02-06,18.216428756713867,18.33928680419922,18.136070251464844,18.30392837524414,257765200,16.12238311767578
AAPL,2014-02-07,18.62071418762207,18.676071166992188,18.47785758972168,18.559999465942383,370280400,16.347936630249023
AAPL,2014-02-10,18.523571014404297,18.999643325805664,18.5,18.892499923706055,345559200,16.640804290771484
AAPL,2014-02-11,18.95035743713379,19.20535659790039,18.91071319580078,19.141429901123047,282256800,16.86006736755371
AAPL,2014-02-12,19.176786422729492,19.270000457763672,19.044286727905273,19.139999389648438,308100800,16.858802795410156
AAPL,2014-02-13,19.094999313354492,19.45892906188965,19.078571319580078,19.44392967224121,307398000,17.126510620117188
AAPL,2014-02-14,19.37392807006836,19.499286651611328,19.328929901123047,19.428213119506836,272924400,17.1126651763916
AAPL,2014-02-18,19.5,19.68535614013672,19.48607063293457,19.499643325805664,260251600,17.17558479309082
AAPL,2014-02-19,19.45535659790039,19.53178596496582,19.08392906188965,19.19178581237793,313768000,16.904420852661133
AAPL,2014-02-20,19.035356521606445,19.178571701049805,18.89285659790039,18.969642639160156,305858000,16.70875358581543
AAPL,2014-02-21,19.028213500976562,19.091785430908203,18.735713958740234,18.758928298950195,278784800,16.523151397705078
AAPL,2014-02-24,18.683929443359375,18.92571449279785,18.65785789489746,18.8410701751709,288909600,16.59550666809082
AAPL,2014-02-25,18.906429290771484,18.9132137298584,18.60714340209961,18.645000457763672,231952000,16.42279815673828
AAPL,2014-02-26,18.70035743713379,18.75,18.41428565979004,18.47678565979004,276217200,16.274635314941406
AAPL,2014-02-27,18.46928596496582,18.885000228881836,18.430356979370117,18.84535789489746,301882000,16.599281311035156
AAPL,2014-02-28,18.895713806152344,19.02678680419922,18.64714241027832,18.794286727905273,371968800,16.554296493530273
AAPL,2014-03-03,18.693571090698242,18.951786041259766,18.671785354614258,18.84857177734375,238781200,16.60211753845215
AAPL,2014-03-04,18.96428680419922,19.022857666015625,18.848928451538086,18.972856521606445,259140000,16.71158218383789
AAPL,2014-03-05,18.961429595947266,19.09821319580078,18.897499084472656,19.01285743713379,200062800,16.7468204498291
AAPL,2014-03-06,19.028213500976562,19.087142944335938,18.860713958740234,18.95535659790039,185488800,16.696168899536133
AAPL,2014-03-07,18.967500686645508,18.999286651611328,18.787500381469727,18.944286346435547,220729600,16.686416625976562
AAPL,2014-03-10,18.8700008392334,19.047500610351562,18.869285583496094,18.961429595947266,178584000,16.701519012451172
AAPL,2014-03-11,19.123214721679688,19.240713119506836,19.02107048034668,19.14607048034668,279224400,16.864154815673828
AAPL,2014-03-12,19.089643478393555,19.191070556640625,19,19.164642333984375,199326400,16.880510330200195
AAPL,2014-03-13,19.194286346435547,19.273571014404297,18.898571014404297,18.951786041259766,257742800,16.693023681640625
AAPL,2014-03-14,18.885356903076172,18.960357666015625,18.678571701049805,18.738929748535156,237199200,16.50553321838379
AAPL,2014-03-17,18.8464298248291,18.927499771118164,18.780357360839844,18.812143325805664,199544800,16.570024490356445
AAPL,2014-03-18,18.782142639160156,18.99892807006836,18.757143020629883,18.97857093811035,209647200,16.71661949157715
AAPL,2014-03-19,19.009286880493164,19.15142822265625,18.89285659790039,18.97357177734375,224756000,16.712215423583984
AAPL,2014-03-20,18.92464256286621,19.023929595947266,18.83392906188965,18.882143020629883,208398400,16.631677627563477
AAPL,2014-03-21,18.997499465942383,19.0625,18.797500610351562,19.031070709228516,374046400,16.762863159179688
AAPL,2014-03-24,19.229286193847656,19.303571701049805,19.109285354614258,19.256786346435547,355700800,16.961668014526367
AAPL,2014-03-25,19.33928680419922,19.491071701049805,19.27107048034668,19.46392822265625,282293200,17.14413070678711
AAPL,2014-03-26,19.518571853637695,19.60714340209961,19.2450008392334,19.277856826782227,299768000,16.980236053466797
AAPL,2014-03-27,19.286428451538086,19.33928680419922,19.11142921447754,19.19499969482422,222031600,16.907243728637695
